Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude
2014-12-20 02:26:08,VR2W180-301117,A180-1702-7507,,,,,2013
2014-12-20 02:31:21,VR2W180-301117,A180-1702-7535,,,,,2013
2014-12-20 02:32:55,VR2W180-301117,A180-1702-7535,,,,,2013
2014-12-20 02:45:02,VR2W180-301117,A180-1702-7535,,,,,2013
2014-12-20 02:46:10,VR2W180-301117,A180-1702-7512,,,,,2013
2014-12-20 03:02:30,VR2W180-301117,A180-1702-7512,,,,,2013
2014-12-20 03:08:30,VR2W180-301117,A180-1702-7535,,,,,2013
2014-12-20 03:29:27,VR2W180-301117,A180-1702-7512,,,,,2013
2014-12-20 03:30:40,VR2W180-301117,A180-1702-7512,,,,,2013
2014-12-20 03:38:40,VR2W180-301117,A180-1702-7512,,,,,2013
2014-12-20 03:48:25,VR2W180-301117,A180-1702-7535,,,,,2013
2014-12-20 03:59:48,VR2W180-301117,A180-1702-7535,,,,,2013
2014-12-20 04:20:38,VR2W180-301117,A180-1702-7512,,,,,2013
2014-12-20 04:28:21,VR2W180-301117,A180-1702-7535,,,,,2013
2014-12-20 04:28:40,VR2W180-301117,A180-1702-7535,,,,,2013
2014-12-20 04:39:41,VR2W180-301117,A180-1702-7535,,,,,2013
2014-12-20 05:02:42,VR2W180-301117,A180-1702-7535,,,,,2013
2014-12-20 05:20:17,VR2W180-301117,A180-1702-7512,,,,,2013
2014-12-20 05:22:48,VR2W180-301117,A180-1702-7512,,,,,2013
2014-12-20 05:30:07,VR2W180-301117,A180-1702-7535,,,,,2013
2014-12-20 05:34:23,VR2W180-301117,A180-1702-7535,,,,,2013
2014-12-20 05:34:47,VR2W180-301117,A180-1702-7535,,,,,2013
2014-12-20 05:37:12,VR2W180-301117,A180-1702-7535,,,,,2013
2014-12-20 05:56:05,VR2W180-301117,A180-1702-7535,,,,,2013
2014-12-20 06:13:22,VR2W180-301117,A180-1702-7535,,,,,2013
2014-12-20 06:16:48,VR2W180-301117,A180-1702-7512,,,,,2013
2014-12-20 06:20:14,VR2W180-301117,A180-1702-7535,,,,,2013
2014-12-20 06:20:58,VR2W180-301117,A180-1702-7512,,,,,2013
2014-12-20 06:22:12,VR2W180-301117,A180-1702-7535,,,,,2013
2014-12-20 06:24:30,VR2W180-301117,A180-1702-7535,,,,,2013
